,EXP_biorep1a,EXP_biorep1b,EXP_biorep1c,EXP_biorep2,EXP_biorep3,CASP_biorep1a,CASP_biorep1b,CASP_biorep1c,CASP_biorep2,CASP_biorep3,Disrupted_biorep1a,Disrupted_biorep1b,Disrupted_biorep1c,Disrupted_biorep2,Disrupted_biorep3
rlmA,833,822,446,403,592,53,12,27,43,34,366,283,373,323,230
rlmB,541,591,287,848,433,250,62,162,251,93,314,304,351,349,329
rlmC,197,207,90,117,157,18,9,6,12,3,239,240,260,208,172
rlmD,706,806,379,665,525,126,45,85,113,54,391,406,388,501,295
rlmE,3148,3638,1882,3825,2430,3236,820,1906,2246,952,4435,4229,4690,6654,5479
rlmF,151,193,127,91,160,18,6,19,16,11,146,165,177,79,89
rlmG,440,440,237,197,300,15,6,6,10,5,93,89,144,101,71
rlmH,798,809,380,491,628,21,11,18,17,7,226,193,253,120,153
rlmI,640,622,323,229,517,275,98,198,169,85,237,202,260,318,257
rlmJ,496,552,233,534,368,233,54,142,161,51,171,169,180,257,220
rlmKL,1344,1764,895,838,1496,196,50,113,88,39,783,741,897,565,637
rlmM,791,995,479,648,788,310,71,175,199,59,756,775,735,675,531
rlmN,2410,2788,1309,873,2333,805,194,450,677,284,821,831,861,1179,925
rlpA,1411,1729,922,1604,1391,492,144,394,379,182,718,605,732,794,822
rluA,250,318,140,277,242,248,81,154,195,87,310,309,272,317,237
rluB,980,1008,553,410,776,165,34,89,134,58,732,751,812,743,674
rluC,736,770,373,308,549,44,18,20,42,22,214,250,269,129,108
rluD,1192,1411,677,1442,1079,331,85,174,213,118,768,758,859,899,634
rluE,177,195,98,127,116,19,9,13,11,5,112,124,143,133,121
rluF,354,496,234,455,325,58,23,55,53,26,71,100,110,68,56
rmf,741,816,300,981,371,8375,1845,2874,3203,1687,209,297,312,1078,291
rmuC,914,982,486,625,636,213,57,99,128,78,338,306,348,431,421
rna,358,358,156,422,257,435,126,271,330,98,197,198,242,361,213
rnb,3623,4970,2375,1450,3728,115,35,111,90,58,480,444,474,341,485
rnc,1196,1395,734,932,1008,1069,223,531,876,394,580,620,641,1008,592
rnd,1051,1187,543,775,812,61,28,42,48,28,240,249,221,172,181
rne,9058,10938,5416,9105,8468,1852,535,1252,1437,619,1751,1646,1662,3577,2917
rng,1603,1661,921,1524,1221,145,50,96,140,68,447,470,427,432,308
rnhA,159,181,100,181,107,34,12,18,27,7,32,36,27,43,12
rnhB,692,778,411,492,608,9,2,3,4,3,90,103,118,55,66
rnk,678,604,369,614,445,73,23,43,99,40,99,87,106,134,92
rnlA,748,767,428,630,555,186,63,112,216,86,519,528,614,761,527
rnlB,286,347,168,314,250,139,26,45,70,41,265,301,293,461,223
rnm,262,288,167,272,195,125,37,43,59,18,197,206,178,402,215
rnpA,1746,1838,1018,545,1486,28,11,23,16,9,340,343,376,194,242
rnpB,109396,103520,58011,122926,77779,126440,59977,95620,127588,57818,79883,80421,104655,257799,144683
rnr,1769,2303,1106,3543,1613,1110,300,773,882,362,2473,2298,2659,3280,2774
rnt,361,300,189,343,290,16,1,15,13,8,157,139,154,122,128
robA,1873,2156,1093,2938,1466,1987,631,1318,1602,638,1772,1683,1838,3371,2083
rodZ,2735,3175,1637,2743,2501,2770,791,1588,1829,897,2002,1998,2226,3426,2908
rof,146,129,59,389,78,463,163,321,543,288,453,415,508,796,381
roxA,1807,1815,989,2224,1413,2000,615,1344,1556,672,1159,1004,1172,1518,1070
rpe,752,1060,521,1190,815,79,33,64,64,31,219,299,266,170,206
rph,406,475,234,206,310,123,31,56,96,66,143,144,136,180,188
rpiA,1313,1479,752,1751,1022,191,41,112,145,85,454,365,493,341,222
rpiB,40,36,12,25,17,9,1,16,3,0,14,33,37,18,33
rplA,20286,25349,12533,6390,22649,1733,498,1145,1276,578,12842,12048,13698,8494,11040
rplB,31196,43255,21077,10934,40201,1094,329,642,669,340,9696,9164,9875,4638,6726
rplC,32049,44222,20404,10646,36189,1113,308,612,747,328,10014,9813,10962,5390,6801
rplD,24192,33688,16088,8464,29988,740,214,448,518,279,7525,7150,8169,3933,5428
rplE,28222,38232,18436,10791,31105,2342,612,1443,1906,794,6680,6743,7515,5753,4898
rplF,24554,34082,16381,9399,28949,2251,612,1398,1649,790,6660,6407,7084,4512,5131
rplI,12595,14077,6496,2915,13198,639,202,391,505,237,1698,1795,2164,1595,1358
rplJ,22949,27276,12542,7678,22025,3680,1158,2406,2973,1418,11492,10946,12721,9865,9554
rplK,7602,9398,4446,2262,8258,599,171,390,399,155,3343,3720,3815,2212,2364
rplL,14328,16544,7890,4808,13280,2529,869,1737,2228,1130,6858,7446,8202,8135,6290
rplM,12726,13195,6464,3527,11713,649,220,390,505,201,1826,1771,1932,1863,1619
rplN,13936,18712,8745,5589,14588,1202,368,652,790,345,3264,3065,3467,3003,2355
rplO,28232,42234,20364,12291,36278,4170,1255,2628,2976,1355,12698,11592,12693,9188,11482
rplP,14545,21597,10654,5449,20322,1073,343,701,894,348,5588,5005,5719,3213,4406
rplQ,12596,16375,8072,5299,13598,1181,283,633,771,350,3942,4213,4653,3075,3332
rplR,11570,16703,8210,4516,14613,1072,299,671,780,351,3106,3279,3618,2257,2499
rplS,4614,4530,2302,1298,3517,500,146,229,207,119,787,949,831,898,645
rplT,20442,19460,10191,9515,16246,3482,933,2306,2894,1389,6360,6536,7199,9491,5526
rplU,3501,3706,1861,1157,2725,440,141,242,265,84,518,657,607,766,439
rplV,12635,17683,8363,4329,15510,481,134,275,336,144,4004,3726,3987,1941,2632
rplW,13668,19256,9236,4889,16973,551,133,276,342,150,4365,3820,4573,2064,2930
rplX,13655,16632,8198,5244,14097,1012,293,582,839,266,2904,3047,3310,2774,2191
rplY,4092,4081,1989,934,3253,186,77,126,106,53,567,598,618,506,302
rpmA,4859,4290,1810,1438,2933,673,178,270,299,150,592,788,630,1697,743
rpmB,7396,6606,3318,2317,5363,468,170,282,490,207,1344,1322,1581,1862,1287
rpmC,4592,6349,3364,1625,6520,264,88,227,236,108,1691,1661,1810,1288,1593
rpmD,4153,6380,3394,1795,6015,567,130,360,377,184,1692,1648,1789,1153,1438
rpmE,3368,3059,1511,784,2364,1592,395,847,1281,556,726,821,957,2302,965
rpmF,5084,4758,2760,2384,4283,396,103,224,380,220,1013,1128,1189,983,775
rpmG,2499,2167,1110,746,1774,97,47,97,161,45,450,375,473,661,399
rpmH,1849,1970,974,516,1354,151,29,72,114,64,310,401,412,543,312
rpmI,8705,9641,4906,4363,7250,1717,495,1001,1351,638,2559,3034,3031,3999,2259
rpmJ,6139,8968,4534,3120,7763,1032,299,712,840,395,1778,1785,1917,1327,1271
rpnA,22,10,10,18,15,3,1,4,0,1,15,17,16,10,13
rpnB,85,109,47,70,58,21,5,13,18,13,100,90,96,135,85
rpnC,31,27,35,35,18,8,3,6,9,1,36,39,30,23,18
rpnE,36,41,11,20,24,11,1,4,3,4,24,26,19,18,14
rpoA,49555,70341,34540,25344,62309,4216,1274,2640,3159,1410,18481,17120,19862,9797,12841
rpoB,30511,45986,22943,22222,41912,5822,1668,3570,4079,1835,10093,9782,10716,8623,8011
rpoC,31027,49748,24123,23990,43616,7578,2117,4744,5969,2528,9268,8652,9960,7654,6983
rpoD,6281,6787,3290,4734,5053,6422,1986,4015,4490,1850,9327,9259,10498,12358,9026
rpoE,2322,2581,1357,1637,1034,4245,1058,2357,3145,1368,2296,2096,2334,2440,1342
rpoH,2560,2592,1348,2258,1886,2378,801,1575,2277,829,8843,8497,10025,9788,8634
rpoN,2693,3298,1634,3702,2276,1189,319,728,983,438,965,889,984,1069,982
rpoS,16210,17783,8898,18937,13577,16524,5016,9958,11626,4941,7018,6855,7246,8654,7394
rpoZ,933,905,479,979,699,256,76,169,231,111,377,344,439,683,421
rppH,968,1023,554,866,737,155,36,96,147,49,138,137,173,149,113
rprA,5,4,1,4,0,6,2,1,10,0,12,10,5,22,27
rpsA,59385,73091,35260,31007,59497,13701,4123,9123,10877,4803,19319,19087,21117,20098,19820
rpsB,20351,21502,10756,7624,17599,2382,760,1629,1887,934,7125,7315,7917,8641,6585
rpsC,23524,33315,16526,7778,31383,1024,306,710,858,347,7739,7251,8515,4173,5508
rpsD,29123,43633,20742,15531,38437,2460,693,1650,1816,872,9832,9548,10350,4892,6423
rpsE,21325,31167,14605,8158,25805,2398,634,1508,1595,713,6840,6426,7300,5113,5821
rpsF,11699,12923,6303,2588,12557,519,118,316,282,141,1460,1406,1483,710,678
rpsH,11754,16828,8626,4759,14297,1147,325,688,703,328,3121,3202,3295,2287,2516
rpsI,17615,18010,8784,5198,15724,958,287,626,740,352,3367,3160,3352,3564,3016
rpsJ,13382,16257,7900,4296,14512,404,128,234,338,142,3909,3733,4276,2101,2236
rpsK,20329,28573,13538,10478,25531,1652,462,1062,1267,548,6337,5893,6671,3190,4009
rpsL,12130,14979,7328,5345,11959,2424,609,1444,1512,803,4049,4436,4702,4742,3748
rpsM,15637,22404,10934,8425,19918,1406,397,810,992,480,4641,4566,4744,2613,3066
rpsN,16187,19754,10116,6484,17297,1404,386,829,1011,499,4106,4389,4321,3270,3041
rpsO,4565,4103,2086,1718,3304,464,134,282,478,225,1094,1366,1449,1590,939
rpsP,4461,4725,2335,1471,3741,344,124,227,274,141,900,951,858,652,576
rpsQ,8427,11628,5615,2910,10481,536,184,329,523,237,3680,3990,4186,6447,4681
rpsR,4962,5445,2857,1174,5615,232,79,132,109,54,574,706,700,360,435
rpsS,7957,11405,5469,2543,10335,320,73,191,208,105,2515,2367,2346,1176,1663
rpsT,2676,2313,1229,602,1849,135,33,44,112,62,258,324,286,444,243
rpsU,6278,5607,2731,1585,4030,364,126,193,380,190,390,452,554,999,514
rraA,696,688,367,631,396,904,293,448,723,254,513,604,684,1786,738
rraB,837,843,408,982,625,1314,386,779,1328,594,193,176,202,628,251
rrf,251,329,134,149,104,91,32,171,608,172,1830,3169,152,1677,459
rrlA,6323,7440,2236,32117,6201,5185,1052,9201,23588,9269,23099,28609,6182,32209,12790
rrlB,9716,11196,3443,50118,9543,8019,1709,14129,36106,13918,35026,43526,9606,48975,19411
rrlC,3067,3492,1104,16142,2873,2639,513,4601,11753,4535,11482,14604,3161,16251,6582
rrlE,3069,3464,1072,15439,3021,2638,539,4444,11940,4525,11374,14303,3042,16026,6462
rrrD,14,6,10,22,9,0,0,3,4,0,34,36,16,30,26
rrrQ,7,5,4,6,10,7,1,2,3,0,16,19,10,14,14
rrsD,6512,7657,2217,54463,6333,5311,1100,10868,26746,10284,21747,27841,5387,30790,11958
rrsH,4957,5888,1705,40382,4601,4121,899,9227,20610,8392,16538,21714,4092,24076,9371
rsd,588,618,272,1096,424,347,103,195,444,195,366,449,497,707,378
rseA,5097,5340,2892,3177,1989,9197,2634,5899,7662,3044,5607,5584,6156,5427,3195
rseB,3772,4194,2009,2203,1776,1003,200,601,687,259,1462,1460,1558,821,638
rseC,1577,1725,1011,867,794,253,60,147,144,56,666,632,717,234,163
rseD,52,83,40,39,32,62,17,32,79,27,20,41,38,97,35
rseP,3765,4790,2337,2542,2803,497,145,286,412,155,1324,1239,1274,942,811
rsfS,450,485,259,295,385,22,5,17,13,6,139,177,171,94,119
rsgA,1262,1401,805,1140,1042,229,58,125,145,45,521,459,600,585,528
rsmA,1431,1566,832,1347,1099,626,142,328,465,173,727,823,802,1260,859
rsmB,1295,1823,866,1644,1243,350,118,262,305,138,526,555,580,704,605
rsmC,562,535,310,319,475,68,24,63,55,39,183,209,198,251,193
rsmD,142,110,73,151,114,46,19,33,51,30,47,79,80,83,49
rsmE,351,392,225,383,315,94,32,41,57,37,209,239,269,248,172
rsmF,370,402,248,199,297,27,11,14,34,14,74,75,78,66,63
rsmG,285,337,167,151,276,44,5,29,45,16,71,80,95,71,71
rsmH,758,797,474,823,602,566,165,289,450,210,624,548,665,772,591
rsmI,255,276,207,294,234,78,17,36,59,16,78,56,55,72,67
rsmJ,201,332,144,546,189,409,128,235,353,120,207,201,232,441,290
rsmS,13,13,6,16,5,11,3,1,6,3,10,25,14,6,10
rspA,122,156,81,87,111,56,6,43,14,13,200,152,206,255,147
rspB,60,93,46,54,83,26,18,27,29,14,126,139,127,182,83
rspR,740,773,420,459,516,117,35,72,82,47,245,304,283,224,180
rssA,908,1156,614,1710,637,457,134,275,320,145,656,734,729,1000,665
rssB,807,968,482,1873,552,2446,640,1444,1758,826,1300,1366,1601,1969,1231
rstA,1434,1375,793,2216,1235,145,36,95,118,36,188,251,223,212,148
rstB,1607,1614,819,2427,1431,137,32,69,103,28,130,80,78,63,45
rsuA,1098,1094,600,856,823,89,41,74,97,44,553,512,575,604,440
rsxA,464,488,226,241,394,24,4,20,14,5,210,240,226,239,227
rsxB,726,773,392,332,579,23,8,17,20,5,341,330,334,265,325
rsxC,1461,1691,857,595,1334,28,7,25,17,10,362,369,390,204,231
rsxD,572,718,331,200,525,15,5,10,16,3,116,108,139,74,101
rsxE,347,459,230,148,359,13,4,10,11,1,39,36,46,29,24
rsxG,353,406,242,154,334,1,4,7,4,4,54,30,53,18,33
rtcA,82,105,37,145,72,143,44,83,108,36,219,230,228,208,216
rtcB,70,110,25,189,81,286,96,180,194,121,193,212,236,283,211
rtcR,39,32,18,26,22,19,6,21,16,15,32,34,26,15,13
rusA,6,6,3,4,2,1,1,0,0,0,26,7,19,6,10
rutA,4,4,2,0,2,19,7,13,9,12,16,14,20,18,21
rutB,0,3,0,2,0,4,0,7,3,0,4,5,1,10,5
rutC,5,0,1,2,0,3,1,4,0,0,0,0,3,3,2
rutD,1,1,1,5,2,11,3,5,9,4,13,9,7,9,1
rutE,5,0,0,4,4,8,3,0,6,0,2,0,4,9,4
rutF,3,0,0,1,5,7,3,7,4,0,3,6,8,6,5
rutG,27,73,29,57,41,79,24,47,73,13,75,52,71,66,79
rutR,52,36,41,46,23,122,21,74,79,56,93,99,82,162,93
ruvA,601,614,310,572,541,127,47,59,94,45,377,404,443,374,391
ruvB,1013,1200,581,1246,930,215,75,125,152,54,901,972,955,904,873
ruvC,1160,1353,721,817,1060,109,31,49,79,34,353,274,337,315,294
ruvX,581,570,257,502,437,28,5,9,27,11,168,136,160,131,166
rzoD,22,16,2,23,10,29,4,9,9,1,40,41,59,94,59
rzpQ,14,2,3,4,3,1,0,0,0,0,16,15,10,2,1
sad,151,153,101,184,126,24,3,18,16,12,125,125,139,82,107
safA,0,0,0,0,1,0,0,0,0,0,1,5,0,2,2
sanA,119,92,69,86,81,33,10,13,32,4,51,57,56,75,36
sapA,548,723,337,780,493,794,220,462,561,247,264,282,315,638,373
sapB,173,249,130,301,198,621,154,409,398,165,124,114,123,255,109
sapC,162,187,71,111,101,405,107,266,256,88,74,42,47,99,67
sapD,384,422,178,345,227,428,115,214,289,127,78,56,64,86,66
sapF,235,234,146,275,198,250,66,142,143,60,45,50,53,67,31
satP,170,196,63,116,71,200,69,177,211,136,265,277,318,409,263
sbcB,523,644,331,525,412,151,33,89,117,57,88,99,88,78,69
sbcC,441,589,322,429,509,54,22,41,47,24,83,49,61,46,33
sbcD,161,172,71,129,130,16,5,10,16,8,22,27,26,28,21
sbmA,293,398,199,313,230,72,33,61,70,29,177,193,194,200,186
sbmC,279,403,162,530,218,756,218,328,415,144,661,675,674,2096,940
sbp,1018,1758,1094,64,1003,9,7,5,23,3,1278,1318,1352,964,898
scpA,36,31,31,32,33,9,1,4,4,3,48,36,38,21,8
scpB,9,14,12,32,19,1,1,5,3,6,8,13,9,7,5
scpC,39,32,32,40,25,9,2,1,4,3,19,25,21,10,13
sdaA,4699,5660,2822,5143,4566,5411,1825,3798,4667,1817,6476,6521,7057,8919,6512
sdaB,1833,2337,1114,851,1660,81,22,39,56,30,109,131,165,155,123
sdaC,2714,3573,1628,1624,2865,314,77,220,226,94,131,113,172,193,99
sdhA,17429,23689,11733,4891,20539,1083,339,642,1031,408,1398,1303,1537,2957,1832
sdhB,5564,7570,3879,1659,6890,250,59,171,244,94,425,492,475,799,506
sdhC,4992,5681,2887,1109,4608,870,253,512,645,297,479,508,571,1260,682
sdhD,2588,3331,1760,661,2808,298,69,141,216,98,251,269,257,595,290
sdhE,295,296,129,271,187,31,12,19,22,11,77,81,95,79,73
sdiA,634,593,415,845,452,343,120,231,377,130,762,777,811,1328,763
secA,5301,5960,3037,5486,4308,542,169,391,437,175,492,484,555,532,463
secB,2210,2462,1310,2927,1776,1402,457,995,1472,612,1090,1202,1397,2038,1131
secD,4094,5391,2929,2753,4238,323,89,239,298,161,1378,1367,1379,737,904
secE,3383,3802,1916,2124,2838,1746,526,1082,1407,620,1636,1442,1542,2182,1395
secF,2340,3138,1593,1477,2155,726,228,539,645,307,1344,1309,1353,1158,1024
secG,4780,4718,2391,2136,3782,308,110,193,330,114,836,806,893,815,588
secM,584,665,309,464,444,107,20,42,93,26,84,105,117,127,91
secY,49851,75819,36384,23376,65265,10055,2918,6237,7493,3544,19066,18021,20891,14151,15328
selA,565,667,307,1085,488,167,49,94,109,58,317,302,321,341,318
selB,684,977,444,1502,721,163,40,87,126,58,234,185,220,245,206
selC,13,6,0,8,4,3,0,0,1,0,4,11,12,18,8
selD,1584,1988,985,1950,1639,345,101,210,301,123,316,310,334,277,247
selO,1361,1401,687,1609,1044,228,47,143,180,91,1097,1022,1170,1354,1040
seqA,756,830,427,774,588,253,73,153,248,112,373,398,395,385,244
serA,4030,4134,2198,6635,3165,302,108,223,313,96,590,597,699,693,549
serB,721,814,446,518,645,109,19,70,74,29,299,280,370,208,236
serC,1772,2057,1058,3350,1607,660,192,475,635,296,656,627,730,997,728
serS,6715,7495,3795,8457,5559,2460,684,1393,1759,721,2070,1976,2164,1965,1800
serT,23,7,8,8,1,36,7,14,21,14,14,20,13,22,7
serU,10,9,0,6,15,2,0,1,2,0,3,3,6,12,4
serV,376,274,70,88,116,120,18,50,50,12,94,144,68,456,127
serX,42,14,16,8,15,42,11,12,15,7,42,58,31,73,29
setA,129,238,120,203,174,88,25,47,65,18,133,143,136,146,83
setB,112,121,47,66,88,5,2,2,9,0,23,36,32,29,28
setC,15,13,2,4,4,8,1,9,17,0,16,20,11,20,20
sfmD,45,47,22,35,29,24,8,11,26,16,163,133,160,110,115
sfmF,5,3,4,1,3,1,1,0,0,0,9,6,8,11,9
sfsA,239,299,115,572,181,1392,294,598,717,311,252,268,308,1229,509
sfsB,109,103,47,89,72,8,3,1,4,1,42,52,42,55,46
sgbU,43,62,29,59,23,7,1,5,2,3,6,9,11,3,4
sgcA,45,26,14,24,21,44,10,26,30,9,14,16,23,22,27
sgcB,8,20,19,11,12,41,14,39,20,4,13,10,9,6,2
sgcC,80,95,65,118,80,253,102,171,127,75,55,57,69,41,48
sgcE,45,31,20,40,29,98,19,38,41,13,41,50,55,85,48
sgcQ,50,69,24,66,41,223,49,158,126,65,44,48,41,28,31
sgcR,35,39,11,37,20,29,6,8,20,2,30,35,31,55,38
sgcX,61,74,62,64,61,157,49,107,114,58,99,127,132,94,75
sgrR,189,196,97,285,175,77,9,70,46,24,121,114,135,161,106
sgrT,21,19,8,16,17,9,1,5,5,4,8,10,16,84,23
shiA,819,854,502,1883,673,126,45,80,129,39,219,232,244,250,147
shoB,42,29,27,20,23,14,1,8,15,9,53,56,68,189,98
sieB,0,1,3,1,4,1,0,8,3,0,8,19,38,28,12
sirB1,728,978,411,683,620,270,68,175,210,86,363,369,365,282,268
sirB2,82,143,70,95,126,13,3,20,13,3,52,45,43,22,46
sixA,1821,1746,856,1002,1126,2427,689,1481,2561,1058,1980,1953,2200,3706,1979
skp,4314,4979,2515,5125,3819,1591,439,1035,1244,559,1079,1088,1216,1470,969
slmA,548,623,316,405,438,32,8,30,35,7,68,75,92,54,54
slp,101,127,41,498,103,114,30,64,81,53,13,17,30,34,12
sltY,653,682,411,1543,443,212,72,172,182,74,801,818,862,858,818
slyA,474,380,243,357,352,486,161,307,501,252,429,461,515,1518,728
slyB,5017,4669,2464,8133,3947,3364,1111,2168,2917,1374,3108,2938,3558,6324,3067
slyD,5340,5436,2681,6577,4324,2129,609,1455,1959,753,1143,1117,1257,2410,1227
slyX,73,88,45,75,69,63,18,36,68,31,70,100,129,176,96
smg,1084,1153,596,1604,766,1263,407,827,855,443,807,821,899,1551,857
smpB,797,737,384,633,503,48,6,15,17,5,181,177,201,162,103
smrA,94,63,71,63,76,95,37,51,63,22,156,211,218,169,100
smrB,272,298,213,313,224,163,54,111,135,67,127,149,148,200,163
sodA,7172,7290,3384,14465,5385,3448,1075,2100,2589,1113,1953,1930,2217,2638,1537
sodB,987,917,551,291,689,138,43,93,94,66,242,300,290,439,208
sodC,272,325,158,897,242,1444,435,692,860,425,585,635,722,1767,850
sohB,578,545,307,850,431,228,80,131,148,90,273,249,278,299,213
solA,406,454,207,731,329,186,47,70,147,55,265,226,240,276,199
sopA,1123,1346,690,1311,1131,1218,304,681,825,343,1929,1812,2114,1780,1338
soxR,16,31,9,102,31,158,46,70,119,32,231,224,248,438,232
soxS,39,48,23,72,26,131,39,61,125,47,472,620,568,1129,392
speA,8848,10955,5460,8702,9731,6094,1828,4121,4829,1967,4371,4029,4678,6816,5567
speB,1265,1809,830,1724,1519,530,143,368,549,218,738,666,764,1165,828
speC,922,1028,514,675,842,39,15,35,44,20,263,259,265,302,245
speD,899,1013,520,362,878,69,22,50,61,5,43,29,56,79,35
speE,963,1187,585,427,1004,119,19,55,99,36,223,224,235,204,123
speF,18,13,11,26,11,10,3,3,8,9,39,40,60,21,18
speFL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speG,591,558,305,740,436,107,24,77,84,47,190,195,269,239,192
spoT,3551,3895,2097,3194,3037,293,80,176,236,128,810,772,846,920,792
sppA,1292,1679,851,1269,1280,278,76,192,244,122,198,179,226,211,174
spy,124,115,73,341,77,135,28,85,79,42,233,260,257,211,148
sra,1180,1075,547,2891,681,659,195,358,369,180,834,1060,1249,2673,1139
srkA,1172,1230,641,1207,815,171,43,102,146,88,338,322,299,269,270
srlA,37,54,25,163,45,82,35,59,53,21,28,38,32,50,17
srlB,20,52,13,125,26,37,16,41,39,10,15,11,9,12,1
srlD,186,226,127,535,168,176,58,126,145,50,49,53,61,59,27
srlE,155,172,82,364,115,195,58,117,139,55,39,34,45,61,29
srlR,228,223,141,198,180,56,20,28,40,21,104,87,102,94,58
srmB,1329,1434,661,812,1077,135,38,68,77,60,866,859,1011,611,642
ssb1,796,795,377,883,529,848,250,417,500,199,240,303,305,948,568
sseA,1310,1290,711,1675,1077,1001,267,547,782,306,1022,843,938,1869,1119
sseB,710,932,483,512,713,20,7,26,25,9,277,279,239,203,223
sslE,269,322,170,1080,239,103,35,68,86,24,400,338,436,241,241
ssnA,12,20,18,36,23,24,1,5,14,7,16,9,22,6,9
sspA,2402,2767,1445,2354,2099,857,258,588,685,351,1608,1615,1765,1691,1238
sspB,1646,1676,876,1614,1417,648,221,383,461,212,1036,889,1108,941,757
ssrA,272924,317886,170467,306072,222315,891635,419214,704397,1196704,540298,24445,24084,33565,76318,25867
ssrS,82069,36275,15068,51822,25188,304467,21684,81808,76527,29690,10711,22585,9999,137639,36974
sstT,4794,5846,2773,3947,3708,3853,1236,2568,2794,1060,1038,960,996,1394,981
ssuA,1,27,6,5,5,13,1,3,3,2,12,8,14,7,7
ssuB,39,30,12,29,30,44,13,25,42,20,34,30,43,37,19
ssuC,3,20,5,1,15,13,1,3,5,2,14,7,8,22,10
ssuD,16,30,10,12,9,13,1,2,4,1,10,23,33,19,4
ssuE,10,6,1,0,5,1,0,0,0,1,7,1,11,2,2
stfQ,12,14,11,5,12,0,0,1,0,3,45,37,49,40,28
stfR,54,62,39,67,46,53,9,24,40,9,141,112,166,108,75
sthA,5925,6457,3344,5944,4985,816,175,423,639,318,215,194,216,356,179
stpA,42,26,6,13,23,14,4,7,13,4,31,27,38,28,20
sucA,21364,29654,14934,11606,29365,1404,334,896,1334,524,485,478,552,892,427
sucC,13353,17917,8835,7147,16952,596,190,359,466,191,303,275,363,407,305
sucD,11253,15294,7110,6036,13206,566,169,413,495,237,281,266,295,382,229
sufA,96,108,76,383,85,564,162,311,427,159,415,413,478,799,406
sufB,576,733,335,1748,432,1971,504,1151,1365,511,1330,1296,1298,1746,1137
sufC,382,444,269,1079,289,933,275,564,670,273,535,478,529,623,424
sufD,778,843,512,1995,630,1677,462,1011,1147,546,727,677,741,826,765
sufE,168,239,102,347,152,151,33,61,124,42,52,76,68,80,44
sufS,617,829,437,1899,586,960,257,562,637,275,383,419,402,557,401
sugE,240,264,75,325,133,79,25,39,74,30,172,149,169,254,180
suhB,1272,1381,714,151,1528,12,10,17,8,0,198,244,196,109,123
sulA,1183,1286,729,1231,873,1070,295,630,899,372,1218,1139,1220,1847,1281
surA,4194,4897,2357,3459,3078,680,195,404,571,302,1227,1205,1270,1546,1097
surE,1201,1356,724,1635,957,139,38,79,99,56,714,733,912,946,809
sutR,61,97,47,87,75,15,4,2,10,2,59,79,75,69,71
sxy,130,129,65,197,104,33,11,27,30,16,126,128,139,135,88
syd,165,183,121,234,122,65,11,36,66,30,52,65,58,116,50
symE,27,34,9,33,14,19,3,8,13,2,25,17,33,24,13
tabA,108,68,55,145,56,38,18,29,31,10,78,107,148,147,85
tadA,398,435,203,577,372,47,9,23,29,13,281,273,281,269,200
tag,202,227,127,396,172,151,27,90,57,32,305,225,260,289,255
tal,6713,6738,3683,9934,5360,4922,1349,3139,3750,1621,2558,2434,2753,5061,3126
tam,590,721,309,1174,390,289,103,171,228,86,1090,1024,1198,2695,1377
tamA,420,468,256,862,390,75,21,25,61,28,334,284,316,331,288
tamB,1021,1125,600,1626,761,159,28,90,143,45,520,501,630,304,329
tap,2615,3609,1990,3130,3298,151,34,86,110,20,4161,3814,4232,483,523
tapT,146,198,120,128,147,11,2,3,9,5,29,37,53,24,47
tar,3389,4203,2308,3307,3666,203,80,125,217,83,5900,5599,6250,1985,1579
tas,1409,1511,797,4718,1131,664,201,411,500,210,1756,1829,1991,2129,1665
tatA,762,835,499,770,720,121,34,91,137,51,216,187,197,219,148
tatB,1223,1455,725,950,1007,183,58,105,162,78,282,271,261,273,174
tatC,1186,1562,754,975,1132,137,32,79,95,27,143,155,159,145,144
tatD,323,443,192,287,337,10,8,9,20,22,97,72,96,46,54
tatE,174,175,123,199,160,237,91,107,161,68,158,167,182,204,135
tauA,17,14,11,8,14,6,0,3,2,3,64,46,69,15,30
tauB,10,19,13,9,11,4,2,0,4,0,32,41,51,36,33
tauC,5,9,3,9,1,10,4,2,3,4,55,47,43,31,18
tauD,22,19,3,33,12,26,1,17,24,15,43,45,64,64,41
tcdA,331,365,192,266,351,132,54,102,98,38,233,203,212,121,145
tcyJ,4971,7201,4057,6776,5126,1683,562,947,1180,508,3946,3763,4207,5153,3567
tcyL,543,774,471,1012,657,441,184,315,336,134,734,792,864,704,720
tcyP,4621,7459,3793,217,4789,580,159,314,451,159,3743,3745,4122,4480,4100
tdcA,15,2,9,14,10,5,4,6,5,4,7,10,20,11,3
tdcB,15,19,14,21,22,8,8,9,21,2,45,23,32,32,16
tdcC,72,102,63,122,59,49,12,23,13,2,70,57,80,69,57
tdcD,48,66,28,44,42,8,6,5,12,4,42,52,64,42,35
tdcE,127,117,75,91,94,43,10,28,27,16,125,147,122,75,65
